TGNR	has_bruker_maldi	code_count	codes	has_medianpeaks	csv_file_count	run_accession	sample_accession	experiment_accession	inferred_year	phylogroup	phylogroup_rough	best_mash_dist	ST	is_ST131	one_representative_per_case	papG_variant	amr_gene_count	amr_genes	amr_products	vitek_CIP_result	vitek_CTR_result	vitek_MER_result	vitek_NFT_result	vitek_FOT_result	mic_vitek_CIP	mic_vitek_CTR	mic_vitek_MER	mic_vitek_NFT	mic_vitek_FOT	etest_CIP_result	etest_CTR_result	mic_etest_CIP	mic_etest_CTR
700223-20	False	0		False	0	ERR10176488	SAMEA111331132	ERX9712957	2020	B2-1	B2	0.00211314	131	True	True	no papG_papGII	6	ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;blaTEM-1;catB3	bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;type B-3 chloramphenicol O-acetyltransferase CatB3	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
700231-20	False	0		False	0	ERR10176489	SAMEA111331133	ERX9712958	2020	B2-2	B2	0.00172211	73*	False	True	no papG_papGII	2	blaEC-5;blaTEM-2	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-2	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700241-20	False	0		False	0	ERR10176490	SAMEA111331134	ERX9712959	2020	B2-1	B2	0.00434123	131	True	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700360-20	False	0		False	0	ERR10176491	SAMEA111331135	ERX9712960	2020	B2-2	B2	0.0023588	73	False	False	no papG_papGII	2	blaEC-5;blaTEM-1	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700365-19	True	0		True	4	ERR10176492	SAMEA111331136	ERX9712961	2019	B2-2	B2	0.0108615	95	False	False	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700398-19	True	0		True	4	ERR10176493	SAMEA111331137	ERX9712962	2019	F	F	0.0156919	62	False	True	no papG_papGII_papGIV	2	blaEC-19;tet(34)	class C extended-spectrum beta-lactamase EC-19;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700429-19	True	0		True	4	ERR10176494	SAMEA111331138	ERX9712963	2019	B2-2	B2	0.0112555	5484	False	False	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700450-20	False	0		False	0	ERR10176495	SAMEA111331139	ERX9712964	2020	B2-1	B2	0.0121079	428	False	True	no papG	7	aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaEC-5;blaTEM-1;dfrA5;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(3')-Ia;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1;sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700464-20	False	0		False	0	ERR10176496	SAMEA111331140	ERX9712965	2020	B2-2	B2	0.0103436	126*	False	True	no papG_papGIII	10	aadA1;aph(3'')-Ib;aph(6)-Id;blaEC-5;dfrA1;mph(B);qacEdelta1;sul1;sul2;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;Mph(B) family macrolide 2'-phosphotransferase;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-5;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	=32	NA	NA	NA	NA
700488-20	False	0		False	0	ERR10176497	SAMEA111331141	ERX9712966	2020	B2-2	B2	0.00106814	73*	False	False	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700504-20	False	0		False	0	ERR10176498	SAMEA111331142	ERX9712967	2020	B2-2	B2	0.0129246	9096	False	True	no papG	2	blaEC-5;sul2	cephalosporin-hydrolyzing class C beta-lactamase EC-5;sulfonamide-resistant dihydropteroate synthase Sul2	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700539-20	False	0		False	0	ERR10176499	SAMEA111331143	ERX9712968	2020	B1	B1	0.00361649	155	False	True	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700636-20	False	0		False	0	ERR10176500	SAMEA111331144	ERX9712969	2020	B2-1	B2	0.0107146	91	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700699-20	False	0		False	0	ERR10176873	SAMEA111331145	ERX9713342	2020	C	C	0.00715637	88	False	True	no papG_papGIII	10	aadA1;aph(3'')-Ib;aph(6)-Id;blaEC-13;blaTEM-235;dfrA1;qacEdelta1;sul1;sul2;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;class A beta-lactamase TEM-235;class C extended-spectrum beta-lactamase EC-13;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA1	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700728-20	False	0		False	0	ERR10176874	SAMEA111331146	ERX9713343	2020	B2-2	B2	0.0114553	537	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	=32	<=16	NA	NA	NA	NA
700760-20	False	0		False	0	ERR10176875	SAMEA111331147	ERX9713344	2020	B2-2	B2	0.0111761	95	False	True	no papG	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700796-20	False	0		False	0	ERR10176876	SAMEA111331148	ERX9713345	2020	B2-1	B2	0.00101734	131	True	True	no papG	7	aadA5;blaEC-5;blaTEM-1;dfrA17;mph(A);qacEdelta1;sul1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;trimethoprim-resistant dihydrofolate reductase DfrA17	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700887-20	False	0		False	0	ERR10176877	SAMEA111331149	ERX9713346	2020	B2-2	B2	0.0103393	95	False	True	no papG_papGII	3	blaEC-5;blaTEM-235;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A beta-lactamase TEM-235;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700903-20	False	0		False	0	ERR10176878	SAMEA111331150	ERX9713347	2020	B2-2	B2	0.00294339	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700920-20	False	0		False	0	ERR10176879	SAMEA111331151	ERX9713348	2020	NA	NA	0.0782989	5500	False	False	no papG	1	blaEC-15	class C extended-spectrum beta-lactamase EC-15	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700926-20	False	0		False	0	ERR10176880	SAMEA111331152	ERX9713349	2020	D1	D	0.00523557	69	False	True	no papG	3	blaEC-8;catA1;tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;tetracycline efflux MFS transporter Tet(A);type A-1 chloramphenicol O-acetyltransferase	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700975-20	False	0		False	0	ERR10176881	SAMEA111331153	ERX9713350	2020	B2-2	B2	0.00912186	141	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700982-20	False	0		False	0	ERR10176882	SAMEA111331154	ERX9713351	2020	B2-2	B2	0.00949924	1993	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
700992-20	False	0		False	0	ERR10176883	SAMEA111331155	ERX9713352	2020	B2-1	B2	0.0127767	10308	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	resistent	sensibel	sensibel	sensibel	>=4	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
701014-20	False	0		False	0	ERR10176884	SAMEA111331156	ERX9713353	2020	B2-2	B2	0.00995011	95	False	True	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701075-20	False	0		False	0	ERR10176885	SAMEA111331157	ERX9713354	2020	B2-2	B2	0.0138935	2088	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701114-20	False	0		False	0	ERR10176886	SAMEA111331158	ERX9713355	2020	B2-2	B2	0.0139135	2088	False	False	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701117-20	False	0		False	0	ERR10176887	SAMEA111331159	ERX9713356	2020	B2-1	B2	0.0107707	8184	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701132-20	False	0		False	0	ERR10176888	SAMEA111331160	ERX9713357	2020	B2-2	B2	0.00174065	1154	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701145-20	False	0		False	0	ERR10176889	SAMEA111331161	ERX9713358	2020	B2-2	B2	0.0019406	73	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701169-20	False	0		False	0	ERR10176890	SAMEA111331162	ERX9713359	2020	D2	D	0.0019406	349	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701188-20	False	0		False	0	ERR10176891	SAMEA111331163	ERX9713360	2020	D3	D	0.0138585	38	False	True	no papG_papGIV	4	blaEC-8;blaTEM-1;catA1;tet(D)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;tetracycline efflux MFS transporter Tet(D);type A-1 chloramphenicol O-acetyltransferase	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	=64	<=16	NA	NA	NA	NA
701198-20	False	0		False	0	ERR10176892	SAMEA111331164	ERX9713361	2020	B2-1	B2	0.0111057	8184	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701258-20	False	0		False	0	ERR10176893	SAMEA111331165	ERX9713362	2020	B1	B1	0.00411458	58	False	True	no papG_papGV	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	=64	<=16	NA	NA	NA	NA
701271-20	False	0		False	0	ERR10176894	SAMEA111331166	ERX9713363	2020	B2-2	B2	0.0115851	95	False	False	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701336-20	False	0		False	0	ERR10176895	SAMEA111331167	ERX9713364	2020	A	A	0.00938205	226	False	True	no papG	3	blaEC-5;tet(34);tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701377-20	False	0		False	0	ERR10176896	SAMEA111331168	ERX9713365	2020	B2-1	B2	0.00541792	131	True	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	intermediär	sensibel	sensibel	sensibel	sensibel	=0.5	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701438-20	False	0		False	0	ERR10176897	SAMEA111331169	ERX9713366	2020	D2	D	0.0019567	349	False	False	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701518-20	False	0		False	0	ERR10176898	SAMEA111331170	ERX9713367	2020	B1	B1	0.0099584	224	False	True	no papG	1	blaEC-18	class C extended-spectrum beta-lactamase EC-18	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	=32	<=16	NA	NA	NA	NA
701546-20	False	0		False	0	ERR10176899	SAMEA111331171	ERX9713368	2020	B1	B1	0.00997499	224	False	False	no papG	1	blaEC-18	class C extended-spectrum beta-lactamase EC-18	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	=32	<=16	NA	NA	NA	NA
701605-20	False	0		False	0	ERR10176900	SAMEA111331172	ERX9713369	2020	B2-1	B2	0.010314	8184	False	True	no papG	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701650-19	True	0		True	4	ERR10176901	SAMEA111331173	ERX9713370	2019	D1	D	0.00371142	69	False	False	no papG_papGIV	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701664-20	False	0		False	0	ERR10176902	SAMEA111331174	ERX9713371	2020	B2-2	B2	0.0084687	2015	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701681-20	False	0		False	0	ERR10176903	SAMEA111331175	ERX9713372	2020	C	C	0.0035368	23	False	True	no papG	7	aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaEC-13;blaTEM-1;dfrA5;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(3')-Ia;aminoglycoside O-phosphotransferase APH(6)-Id;class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-13;sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701684-20	False	0		False	0	ERR10176904	SAMEA111331176	ERX9713373	2020	B2-2	B2	0.0101333	706	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701694-20	False	0		False	0	ERR10176905	SAMEA111331177	ERX9713374	2020	B2-2	B2	0.0115402	95	False	False	no papG_papGII	4	blaEC-5;blaTEM-40;tet(34);tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;inhibitor-resistant class A broad-spectrum beta-lactamase TEM-40;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701697-20	False	0		False	0	ERR10176906	SAMEA111331178	ERX9713375	2020	B2-2	B2	0.0100665	127	False	True	no papG_papGIII	6	aph(3'')-Ib;aph(6)-Id;blaEC-5;blaTEM-1;catA1;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1;sulfonamide-resistant dihydropteroate synthase Sul2;type A-1 chloramphenicol O-acetyltransferase	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701712-20	False	0		False	0	ERR10176907	SAMEA111331179	ERX9713376	2020	A	A	0.0110882	540	False	True	no papG	2	blaEC-15;tet(34)	class C extended-spectrum beta-lactamase EC-15;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701758-19	True	0		True	4	ERR10176908	SAMEA111331180	ERX9713377	2019	B1	B1	0.00867753	162	False	False	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	=64	<=16	NA	NA	NA	NA
701768-20	False	0		False	0	ERR10176909	SAMEA111331181	ERX9713378	2020	B2-2	B2	0.0106073	95	False	False	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701874-20	False	0		False	0	ERR10176910	SAMEA111331182	ERX9713379	2020	A	A	0.0102382	NF	False	True	no papG	13	aadA1;arr-2;blaEC-15;blaOXA-10;blaSHV-12;blaTEM-1;cmlA5;mef(B);qacL;qnrS1;sul3;tet(34);tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;NAD(+)--rifampin ADP-ribosyltransferase Arr-2;chloramphenicol efflux MFS transporter CmlA5;class A broad-spectrum beta-lactamase TEM-1;class A extended-spectrum beta-lactamase SHV-12;class C extended-spectrum beta-lactamase EC-15;macrolide efflux MFS transporter Mef(B);oxacillin-hydrolyzing class D beta-lactamase OXA-10;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);quaternary ammonium compound efflux SMR transporter QacL;quinolone resistance pentapeptide repeat protein QnrS1;sulfonamide-resistant dihydropteroate synthase Sul3;tetracycline efflux MFS transporter Tet(A)	intermediär	sensibel	sensibel	sensibel	sensibel	=0.5	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701887-20	False	0		False	0	ERR10176911	SAMEA111331183	ERX9713380	2020	B2-2	B2	0.0116616	420	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	=32	<=16	NA	NA	NA	NA
701891-20	False	0		False	0	ERR10176912	SAMEA111331184	ERX9713381	2020	B2-1	B2	0.00566502	131	True	True	no papG	2	blaCTX-M-14;blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-14	intermediär	resistent	sensibel	sensibel	sensibel	=0.5	>=64	<=0.25	<=16	<=16	NA	NA	NA	NA
701905-20	False	0		False	0	ERR10176913	SAMEA111331185	ERX9713382	2020	B2-2	B2	0.00953575	537	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701919-20	False	0		False	0	ERR10176914	SAMEA111331186	ERX9713383	2020	B2-2	B2	0.0113396	95	False	True	no papG	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701943-20	False	0		False	0	ERR10176915	SAMEA111331187	ERX9713384	2020	B2-2	B2	0.0117609	95	False	True	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	resistent	<=0.25	<=1	<=0.25	<=16	>=256	NA	NA	NA	NA
701961-20	False	0		False	0	ERR10176916	SAMEA111331188	ERX9713385	2020	B2-2	B2	0.013615	1193	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	sensibel	sensibel	sensibel	sensibel	>=4	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
701992-20	False	0		False	0	ERR10176917	SAMEA111331189	ERX9713386	2020	D2	D	0.00194329	349	False	False	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
702006-20	False	0		False	0	ERR10176918	SAMEA111331190	ERX9713387	2020	B2-2	B2	0.00281299	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
702017-20	False	0		False	0	ERR10176919	SAMEA111331191	ERX9713388	2020	B2-2	B2	0.0100582	141	False	True	no papG_papGIII	4	blaEC-19;blaTEM-1;catA1;tet(B)	class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-19;tetracycline efflux MFS transporter Tet(B);type A-1 chloramphenicol O-acetyltransferase	sensibel	sensibel	sensibel	sensibel	sensibel	<=0.25	<=1	<=0.25	<=16	<=16	NA	NA	NA	NA
