site,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob_r,mean_prob_s,adequacy_label,interpretation
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.209644,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,1,1,0,,0.951742,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,2,2,0,,0.618485,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,6,6,0,,0.776193,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,14,14,0,,0.610789,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,8,8,0,,0.527279,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.983521,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,5,0,,0.790132,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,1,1,0,,0.540389,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.985275,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,2,2,0,,0.474832,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,44,44,0,,0.69134,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,4,0,4,,,0.159013,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,14,0,14,,,0.177853,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,5,0,5,,,0.517983,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,0,2,,,0.388453,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,1,0,1,,,0.894301,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,7,0,7,,,0.480989,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,21,0,21,,,0.371545,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,4,0,4,,,0.192926,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,20,0,20,,,0.561278,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,2,0,2,,,0.46605,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,3,0,3,,,0.500831,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,0,5,,,0.585987,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,21,0,21,,,0.306627,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,204,0,204,,,0.373606,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,1,0,1,,,0.216437,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=S|Cefepime=S,6,0,6,,,0.53518,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=U|Cefepime=R,1,0,1,,,0.0650302,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,3,0,3,,,0.468849,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,background_resistance_burden,0,1546,158,1388,0.459723,0.464491,0.482346,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Amox-Clav,background_resistance_burden,1,260,74,186,0.500073,0.527055,0.525534,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Amox-Clav,background_resistance_burden,2,57,27,30,0.5,0.576245,0.594124,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Amox-Clav,background_resistance_burden,3,71,28,43,0.512458,0.611118,0.602206,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Amox-Clav,background_resistance_burden,4,60,45,15,0.598519,0.677173,0.623354,interpretable,borderline_in_stratum
DRIAMS-D,Amox-Clav,background_resistance_burden_bin,multi,188,100,88,0.564205,0.631427,0.603055,interpretable,borderline_in_stratum
DRIAMS-D,Amox-Clav,background_resistance_burden_bin,none,1546,158,1388,0.459723,0.464491,0.482346,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Amox-Clav,background_resistance_burden_bin,single,260,74,186,0.500073,0.527055,0.525534,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,60,45,15,0.598519,0.677173,0.623354,interpretable,borderline_in_stratum
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,15,5,10,0.52,0.558359,0.586766,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,39,16,23,0.665761,0.674835,0.587632,interpretable,signal_retained_in_stratum
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,13,5,8,0.9,0.71926,0.58886,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,6,6,0,,0.553643,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,2,1,1,1.0,0.858335,0.407887,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,2,1,1,1.0,0.640862,0.41548,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,5,5,0,,0.559895,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,227,59,168,0.478208,0.515868,0.525266,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,1,1,0,,0.439345,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Ceftriaxone=U|Ceftazidime=R|Cefepime=R,1,1,0,,0.633457,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,13,6,7,0.166667,0.481446,0.668794,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,7,3,4,0.5,0.563415,0.576085,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,11,3,8,0.333333,0.434336,0.644372,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,7,0,7,,,0.508554,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,5,0,5,,,0.492707,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,2,1,1,1.0,0.405509,0.346432,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,14,11,3,0.393939,0.56827,0.620284,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,1505,144,1361,0.470151,0.468601,0.481713,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,1,1,0,,0.350388,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=U|Cefepime=R,1,1,0,,0.597571,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,1,1,0,,0.307909,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,3,0,3,,,0.610027,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,4,2,2,0.0,0.360183,0.558537,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,6,1,5,0.6,0.628156,0.595345,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,1,0,1,,,0.736368,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,1,0,1,,,0.817714,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.872438,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=R,1,0,1,,,0.456242,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Amox-Clav,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,39,12,27,0.32716,0.437721,0.514248,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,FEP,background_resistance_burden,0,1391,1,1390,0.482014,0.100328,0.203568,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,FEP,background_resistance_burden,1,338,2,336,0.886905,0.616815,0.217511,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,FEP,background_resistance_burden,2,96,10,86,0.781395,0.571264,0.247868,interpretable,signal_retained_in_stratum
DRIAMS-D,FEP,background_resistance_burden,3,48,22,26,0.482517,0.405065,0.423456,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,FEP,background_resistance_burden,4,50,45,5,0.737778,0.573078,0.307203,interpretable,signal_retained_in_stratum
DRIAMS-D,FEP,background_resistance_burden_bin,multi,194,77,117,0.701854,0.524839,0.289423,interpretable,signal_retained_in_stratum
DRIAMS-D,FEP,background_resistance_burden_bin,none,1391,1,1390,0.482014,0.100328,0.203568,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,FEP,background_resistance_burden_bin,single,338,2,336,0.886905,0.616815,0.217511,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,50,45,5,0.737778,0.573078,0.307203,interpretable,signal_retained_in_stratum
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S,5,0,5,,,0.679581,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=U,1,0,1,,,0.955759,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,5,0,5,,,0.335693,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,59,0,59,,,0.225483,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Ceftazidime=R,1,1,0,,0.396091,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,25,15,10,0.6,0.48633,0.374235,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,8,0,8,,,0.249889,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U,1,0,1,,,0.071618,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,168,0,168,,,0.252782,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,9,6,3,0.333333,0.203398,0.375028,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=U,1,0,1,,,0.0596959,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R,11,0,11,,,0.33213,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,144,0,144,,,0.178385,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U,2,1,1,1.0,0.424864,0.0165289,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,11,7,4,0.678571,0.572024,0.39048,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,7,0,7,,,0.288806,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U,1,0,1,,,0.0899176,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=R,3,0,3,,,0.534318,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,1361,0,1361,,,0.203062,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=U|Ceftazidime=S,1,0,1,,,0.556798,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R,2,0,2,,,0.0551419,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S,12,0,12,,,0.0998283,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R,5,3,2,0.666667,0.56949,0.333702,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S,1,1,0,,0.808767,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S,28,1,27,0.333333,0.100328,0.221313,underpowered_low_n,do_not_overinterpret
DRIAMS-D,FEP,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S,1,0,1,,,0.0605207,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,background_resistance_burden,0,1393,3,1390,0.653957,0.552626,0.232344,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,background_resistance_burden,1,369,30,339,0.715831,0.422103,0.247671,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,background_resistance_burden,2,126,57,69,0.632596,0.426875,0.269299,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,background_resistance_burden,3,54,43,11,0.494715,0.474707,0.492627,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,CAZ,background_resistance_burden,4,45,45,0,,0.605179,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-D,CAZ,background_resistance_burden_bin,multi,225,145,80,0.672931,0.496395,0.300007,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,background_resistance_burden_bin,none,1393,3,1390,0.653957,0.552626,0.232344,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,background_resistance_burden_bin,single,369,30,339,0.715831,0.422103,0.247671,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,45,45,0,,0.605179,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,10,5,5,0.12,0.340982,0.717919,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,22,16,6,0.739583,0.564158,0.304884,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,64,5,59,0.610169,0.37091,0.257527,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=U,1,0,1,,,0.0994841,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Cefepime=R,1,1,0,,0.474088,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,15,15,0,,0.521468,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,18,10,8,0.5625,0.410103,0.306144,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,23,23,0,,0.423134,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,168,0,168,,,0.288434,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,6,6,0,,0.23081,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,3,3,0,,0.403368,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,3,3,0,,0.274647,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,155,11,144,0.72601,0.365629,0.205366,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=U,1,0,1,,,0.0339891,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,7,7,0,,0.632765,,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,11,4,7,0.571429,0.426192,0.308832,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,13,8,5,0.775,0.486728,0.223716,underpowered_low_n,do_not_overinterpret
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,1364,3,1361,0.653441,0.552626,0.231744,interpretable,signal_retained_in_stratum
DRIAMS-D,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=U|Cefepime=S,1,0,1,,,0.602671,underpowered_low_n,do_not_overinterpret
